segment_id,importance,reason,backend,is_reliable,run1_rating,run2_rating
0,3,parse_error,local_llm_vllm,True,3,
1,3,parse_error,local_llm_vllm,True,3,
2,3,parse_error,local_llm_vllm,True,3,
3,3,parse_error,local_llm_vllm,True,3,
4,3,parse_error,local_llm_vllm,True,3,
5,3,parse_error,local_llm_vllm,True,3,
6,3,parse_error,local_llm_vllm,True,3,
7,3,parse_error,local_llm_vllm,True,3,
8,3,parse_error,local_llm_vllm,True,3,
9,3,parse_error,local_llm_vllm,True,3,
10,3,parse_error,local_llm_vllm,True,3,
11,3,parse_error,local_llm_vllm,True,3,
12,3,parse_error,local_llm_vllm,True,3,
13,3,parse_error,local_llm_vllm,True,3,
14,3,parse_error,local_llm_vllm,True,3,
15,3,parse_error,local_llm_vllm,True,3,
16,3,parse_error,local_llm_vllm,True,3,
17,3,parse_error,local_llm_vllm,True,3,
18,3,parse_error,local_llm_vllm,True,3,
19,3,parse_error,local_llm_vllm,True,3,
20,3,parse_error,local_llm_vllm,True,3,
21,3,parse_error,local_llm_vllm,True,3,
22,3,parse_error,local_llm_vllm,True,3,
23,3,parse_error,local_llm_vllm,True,3,
24,3,parse_error,local_llm_vllm,True,3,
25,3,parse_error,local_llm_vllm,True,3,
26,3,parse_error,local_llm_vllm,True,3,
27,3,parse_error,local_llm_vllm,True,3,
28,3,parse_error,local_llm_vllm,True,3,
29,3,parse_error,local_llm_vllm,True,3,
30,3,parse_error,local_llm_vllm,True,3,
31,3,parse_error,local_llm_vllm,True,3,
32,3,parse_error,local_llm_vllm,True,3,
33,3,parse_error,local_llm_vllm,True,3,
34,3,parse_error,local_llm_vllm,True,3,
35,3,parse_error,local_llm_vllm,True,3,
